breed_name,temperment,image,description,akc_rank,height,height_group,weight,weight_group,life_expectancy,group,brushing_scale,shedding_scale,energy_scale,trainability_scale,temperment_scale,color_options
Rottweiler,"Loyal, Loving, Confident Guardian",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224942/Rottweiler-On-White-10.jpg,"The Rottweiler is a robust working breed of great strength descended from the mastiffs of the Roman legions. A gentle playmate and protector within the family circle, the Rottie observes the outside world with a self-assured aloofness.",Ranks 8 of 197,22-25 inches,large,80-100 pounds,super heavyweight,9-10 years,Working Group,40%,60%,60%,60%,40%,"['Black & Mahogany', 'Black & Rust', 'Black & Tan']"
Boerboel,"Confident, Intelligent, Calm",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/13000046/Boerboel-On-White-01.jpg,"Boerboels are intimidating but discerning guardians of home and family who learned their trade while protecting remote South African homesteads from ferocious predators. They are dominant and confident, also bright and eager to learn.",Ranks 121 of 197,22-25 inches,large,150-200 pounds,super heavyweight,9-11 years,Working Group,20%,40%,40%,60%,40%,"['Brindle', 'Brown', 'Cream', 'Red', 'Reddish Brown', 'Tawny']"
Spinone Italiano,"Sociable, Patient, Docile",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223825/Spinone-Italiano-On-White-03.jpg,"The Spinone Italiano, a densely-coated hunting dog, is sociable, docile, and patient, sometimes stubborn but always endearing. Of ancient Italian lineage, the Spinone is among the field dogs of Continental Europe famed for versatility.",Ranks 109 of 197,22-25 inches,large,,heavyweight,10-12 years,Sporting Group,40%,,80%,80%,60%,"['Brown Roan', 'Orange Roan', 'White', 'White & Orange']"
Briard,"Confident, Smart, Faithful",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/25172951/Briard-standing-in-the-grass.jpg,"The Briard packs so much loyalty, love, and spirit into its ample frame that it's often described as a ""heart wrapped in fur."" The dashing good looks of these muscular Frenchmen radiate a distinct aura of Gallic romance and elegance.",Ranks 132 of 197,22-25.5 inches,large,55-100 pounds,heavyweight,12 years,Herding Group,80%,20%,60%,40%,40%,"['Black', 'Gray', 'Tawny', 'Black & Gray', 'Black & Tawny', 'Tawny & Gray', 'White']"
Pudelpointer,"Friendly, Smart, Willing to Please",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/16151428/Pudelpointer-standing-in-a-field.jpg,"The Pudelpointer is a calm, self-controlled, versatile gun dog with a distinct hunting instinct and lacks game or gun shyness. In his native country of Germany, he has always ranked high in performance tests and in the field. This breed is enjoyed and valued for its desire and drive.",,22-26 inches,large,45-70 pounds,heavyweight,14 years,Foundation Stock Service,20%,60%,60%,60%,,"['Black', 'Liver']"
Transylvanian Hound,"Courageous, Good-Natured, Determined",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223400/Transylvanian-Hound-On-White-01.jpg,"The Transylvanian Hound is good-natured, courageous, and enduring. At his foundation, he is quiet and even, but also determined and lively. The environmental conditions of the Carpathians made the breed a tough, brave dog.",,22-26 inches,large,55 pounds,heavyweight,10-14 years,Foundation Stock Service,40%,,100%,100%,20%,"['Black & Tan', 'Black Tan & White', 'Red & White']"
Perro de Presa Canario,"Confident, Calm, Strong-Willed",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/02200433/Perro-de-Presa-Canario.1.jpg,The Perro de Presa Canario has a calm appearance and attentive expression. He is especially suited to guarding and traditionally used for herding cattle.,,22-26 inches,large,84-110 pounds,super heavyweight,9-11 years,Foundation Stock Service,20%,60%,40%,40%,,"['Brown', 'Fawn', 'Gold', 'Orange', 'Silver', 'Tiger']"
German Longhaired Pointer,"Versatile, Calm, Family-Oriented",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12210613/German-Longhaired-Pointer-on-White-01.jpg,"A good way to describe the German Longhaired Pointer is that, in appearance, it’s Continental Europe’s version of a Setter: a pointing dog with full tail and a long coat with dense guard hairs and a moderate undercoat. One noteworthy difference is the GLP’s affection for swimming and, therefore, waterfowl hunting. Coat color reflects the mixture of markings similar to a German Shorthaired Pointer.",,22-28 inches,large,55-80 pounds,heavyweight,12-14 years,Foundation Stock Service,20%,,80%,80%,100%,['Brown & White']
Japanese Akitainu,"Dignified, Alert, Reserved",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2020/11/07124019/Japanese-Akitainu-standing-in-the-forest.jpg,"Descending from regional hunting dogs, the Japanese Akitainu was initially restored and preserved by dedicated breeders in the Akitainu Hozonkai (Akita Dog Preservation Society; AKIHO). The breed is known for its striking appearance and its physical and mental agility.",,22.5 - 25 inches,large,55 -65 pounds,heavyweight,10-12 years,Foundation Stock Service,20%,60%,60%,40%,60%,"['Brindle', 'Red', 'White']"
Irish Red and White Setter,"Courageous, Spirited, Determined",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/09104847/Irish-Red-and-White-Setter-stalking-in-a-field.jpg,"The rollicking Irish Red and White Setter is an athletic medium-sized bird dog bred primarily for hunting. Fun-loving, friendly, and high-spirited, Irish Red and Whites are a bit shorter and stockier than their cousin the Irish Setter.",Ranks 146 of 197,22.5-24 inches,large,35-50 pounds,middleweight,11-15 years,Sporting Group,40%,,100%,100%,80%,['White']
Ibizan Hound,"Family-Oriented, Even-Tempered, Polite",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12232219/Ibizan-Hound-On-White-01.jpg,"The Ibizan Hound is a lithe and leggy visitor from the dawn of civilization, bred as a rabbit courser on the rocky shores of Spain’s Balearic Islands. World-class sprinters and leapers, Ibizans need ample space to air out their engines.",Ranks 152 of 197,22.5-26 inches,large,45 pounds,heavyweight,11-14 years,Hound Group,20%,40%,100%,40%,40%,"['Red', 'Red & White', 'White', 'White & Red']"
Slovakian Wirehaired Pointer,"Smart, Energetic, Outgoing",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2018/07/21154900/Slovakian-Wirehaired-Pointer-laying-down-outdoors.jpg,"The Slovakian Wirehaired Pointer is a dog of moderate strength, working type, but with nobleness in his lines.",,22.5-26 inches,large,50-65 pounds,heavyweight,12-15 years,Foundation Stock Service,20%,40%,80%,40%,100%,['Gray']
Romanian Mioritic Shepherd Dog,"Loyal, Independent, Confident Guardian",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2018/07/19173802/Romanian-Mioritic-Shepherd-Dog-laying-in-a-field-in-a-mountainous-landscape.jpg,The Romanian Mioritic Shepherd Dog origins come from near the Carpathian Mountains. The breed is very impressive in size and character.,,22.5-28 inches,large,100-130 lbs,super heavyweight,12-14 years,Foundation Stock Service,40%,40%,60%,40%,20%,"['Gray', 'White']"
Airedale Terrier,"Friendly, Clever, Courageous",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/30202205/Airedale-Terrier-standing-stacked-outdoors.jpg,"His size, strength, and unflagging spirit have earned the Airedale Terrier the nickname “The King of Terriers.” The Airedale stands among the world’s most versatile dog breeds and has distinguished himself as hunter, athlete, and companion.",Ranks 60 of 197,23 inches,xlarge,50-70 pounds,heavyweight,11-14 years,Terrier Group,60%,40%,60%,100%,80%,"['Black & Tan', 'Grizzle & Tan']"
Alaskan Malamute,"Affectionate, Loyal, Playful",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/13001815/Alaskan-Malamute-On-White-03.jpg,"An immensely strong, heavy-duty worker of spitz type, the Alaskan Malamute is an affectionate, loyal, and playful but dignified dog recognizable by his well-furred plumed tail carried over the back, erect ears, and substantial bone.",Ranks 58 of 197,23 inches,xlarge,75 pounds,super heavyweight,10-14 years,Working Group,60%,60%,80%,40%,80%,"['Agouti & White', 'Black & White', 'Blue & White', 'Gray & White', 'Red & White', 'Sable & White', 'Seal & White', 'Silver & White', 'White']"
English Setter,"Friendly, Mellow, Merry",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/28135356/English-Setter-standing-in-a-field.jpg,"The English Setter is a medium-sized sporting dog of sweet temper and show-stopping good looks. It is one of the AKC’s four British setters created to work on the distinctly different terrains of England, Ireland, and Scotland.",Ranks 94 of 197,23-25 inches,xlarge,45-55 pounds,heavyweight,12 years,Sporting Group,60%,80%,80%,80%,80%,"['Blue Belton', 'Blue Belton & Tan (Tri-Color)', 'Lemon Belton', 'Liver Belton', 'Orange Belton', 'White']"
American English Coonhound,"Sweet, Mellow, Sociable",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/13001745/American-English-Coonhound-On-White-03.jpg,"These sleek and racy, lean but muscular hounds work dusk to dawn in pursuit of the wily raccoon. The sight of the American English Coonhound tearing through the moonlit woods, all sinew and determination, bawling their lusty night music, is coon-hunter heaven.",Ranks 175 of 197,23-25 inches,xlarge,45-65 pounds,heavyweight,11-12 years,Hound Group,20%,40%,80%,60%,60%,"['Black', 'Black & Tan', 'Blue', 'Brown', 'Red', 'Red & White', 'Tri-Colored', 'White & Tan']"
Weimaraner,"Friendly, Fearless, Obedient",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/17155658/Weimaraner-running-into-water.jpg,"The Weimaraner, Germany’s sleek and swift “Gray Ghost,” is beloved by hunters and pet owners alike for their friendliness, obedience, and beauty. They enjoy exercise, and plenty of it, along with lots of quality time with their humans.",Ranks 36 of 197,23-25 inches,xlarge,55-75 pounds,heavyweight,10-13 years,Sporting Group,40%,60%,100%,100%,80%,"['Blue', 'Gray', 'Silver Gray']"
Curly-Coated Retriever,"Confident, Proud, Wickedly Smart",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/17231047/Curly-Coated-Retriever-standing-stacked-in-a-field-at-sunset.20200418030641387.jpg,"The Curly-Coated Retriever, among the oldest of the retriever breeds, is a famously versatile gundog and peerless swimmer. Poised, proud, and wickedly smart, the Curly is a thinking person’s retriever who will never quit before you do.",Ranks 162 of 197,23-25 inches,xlarge,60-95 pounds,super heavyweight,10-12 years,Sporting Group,20%,40%,80%,40%,40%,"['Black', 'Liver']"
Black and Tan Coonhound,"Easy-Going, Bright, Brave",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/29172221/Black-and-Tan-Coonhound-On-White-031.jpg,"Large, athletic hunters who work nights, Black and Tan Coonhounds are friendly, easygoing hounds who love company. They are snoozy by the fireside but tenacious when on the trail of the wily raccoon. This hound is a real American original.",Ranks 138 of 197,23-25 inches,xlarge,65-110 pounds,super heavyweight,10-12 years,Hound Group,40%,60%,60%,40%,80%,['Black & Tan']
Bloodhound,"Friendly, Independent, Inquisitive",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/25141649/Bloodhound-on-a-scent-in-the-woods.jpg,"The world famous “Sleuth Hound” does one thing better than any creature on earth: find people who are lost or hiding. An off-duty Bloodhound is among the canine kingdom’s most docile citizens, but he’s relentless and stubborn on scent. ",Ranks 49 of 197,23-25 inches,xlarge,80-100 pounds,super heavyweight,10-12 years,Hound Group,40%,60%,60%,40%,60%,"['Black & Tan', 'Liver & Tan', 'Red']"
Pointer,"Loyal, Hardworking, Even-Tempered",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/31182317/Pointer.4.jpg,"The Pointer is the ultimate expression of canine power and grace. The breed’s name is its job description: Pointers point game birds, and they have been pointing for centuries. The high-energy Pointer is an excellent runner’s companion.",Ranks 114 of 197,23-26 inches,xlarge,45-65 pounds,heavyweight,12-17 years,Sporting Group,40%,40%,80%,60%,60%,"['Black', 'Black & White', 'Lemon', 'Lemon & White', 'Liver', 'Liver & White', 'Orange', 'Orange & White']"
Gordon Setter,"Affectionate, Confident, Bold",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/28145458/Gordon-Setter.3.jpg,"The Gordon Setter, the black avenger of the Highlands, is a substantial bird dog named for a Scottish aristocrat. Athletic and outdoorsy, Gordons are bold, confident, and resolute in the field, and sweetly affectionate by the fireside.",Ranks 115 of 197,23-26 inches,xlarge,45-70 pounds,heavyweight,12-13 years,Sporting Group,40%,60%,100%,40%,40%,"['Black & Tan', 'Red', 'Tan']"
Bernese Mountain Dog,"Good-Natured, Calm, Strong",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/11124331/Bernese-Mountain-Dog-On-White-01.jpg,"Big, powerful, and built for hard work, the Bernese Mountain Dog is also strikingly beautiful and blessed with a sweet, affectionate nature. Berners are generally placid but are always up for a romp with the owner, whom they live to please.",Ranks 22 of 197,23-26 inches,xlarge,70-95 pounds,super heavyweight,7-10 years,Working Group,60%,100%,80%,80%,40%,"['Black Rust & White', 'Black Tan & White', 'Black & Rust', 'Black & White', 'Rust & White']"
Dogue de Bordeaux,"Affectionate, Loyal, Courageous",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12233808/Dogue-de-Bordeaux-On-White-03.jpg,"The most ancient of French dog breeds, the Dogue de Bordeaux (“Mastiff of Bordeaux”) was around even before France was France. These brawny fawn-coated guardians of considerable courage are famously loyal, affectionate, and protective.",Ranks 67 of 197,23-26 inches,xlarge,99 pounds,super heavyweight,5-8 years,Working Group,20%,80%,60%,60%,60%,"['Fawn', 'Isabella', 'Mahogany', 'Red']"
Slovensky Cuvac,"Courageous, Alert, Faithful",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/20183605/Slovensky-Cuvac-standing-outdoors.jpg,"The Slovensky Cuvac is boundlessly faithful and courageous and always ready to fight off any intruder, even if they are bears and wolves. In order to distinguish him from wild animals in the night, he is, according to ancient tradition, only bred in white.",,23-27.5 inches,xlarge,68-97 pounds,super heavyweight,11-13 years,Foundation Stock Service,40%,80%,40%,40%,,['White']
Saluki,"Gentle, Dignified, Independent-Minded",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/14185322/AKC-121716-139.jpg,"Among the world’s oldest breeds, the slim but rugged Saluki was the hunting hound of kings for thousands of years. Salukis are swift and agile sprinters who love a good chase. They make gentle, dignified, and independent but loyal pets.",Ranks 120 of 197,23-28 inches,xlarge,40-65 pounds,middleweight,10-17 years,Hound Group,20%,40%,80%,40%,40%,"['Black', 'Black & Silver', 'Black & Tan', 'Black Tan & White', 'Chocolate', 'Chocolate & Tan', 'Cream', 'Fawn', 'Golden', 'Red', 'Silver', 'White']"
Tornjak,"Friendly, Courageous, Intelligent",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/18151235/Tornjak-standing-in-the-woods.jpg,"The Tornjak is of steady disposition, friendly, courageous, obedient, intelligent, and full of dignity and self-confidence. Fierce in guarding property entrusted to him, he cannot be bribed and is suspicious of strangers. He is devoted to his master, very calm in his presence and very affectionate towards the people living in his immediate vicinity.",,23-28 inches,xlarge,62-110 pounds,super heavyweight,12-14 years,Foundation Stock Service,,,,,80%,['White']
